position_idx,position,match_title
5633,Staff Software Engineer - Full Stack Developer - UI/UX Engineer,Full Stack Software Engineer
5634,"Assistant Professor of Practice in Acting, at the Johnny Carson School of Theatre and Film, University of Nebraska-Lincoln",University Professor
5636,"Retired Pro Photographer, Current Class A Trucker Hauling Classic Cars.",Photographer
5637,"Director, Sales Operations and Compensation at Fortinet",Sales Director
5638,Construction Project Manager,Commercial Construction Project Manager
5639,"Manager, Business Development at LPL Financial",Financial Manager
5640,Associate Attorney at Carpenter & Zuckerman,Attorney
5641,Risk Management Director,Risk Management Director
5642,Peace Officer - Deescalation Instructor - Training Facilitator,Training Facilitator
5643,"Creative Director, XD at VMLY&R",Director
5646,"English Teacher, Reading Specialist, Elementary Teacher",Elementary Teacher
5653,President and Principal at 33 Degrees,President
5654,Technical Support Analyst at Business System Solutions Inc. (BSSI),System Analyst
5656,Litigation Paralegal at New York City Transit,Litigation Paralegal
5657,Independent Consultant at Thirty-One Gifts,Independent Crop Consultant
5661,Accounting Director at Northeast Counseling Services,Director
5662,President at TexasFireframe.com and SaveGuanaNow.org,President
5663,Paraprofessional-Special Education,"Special Education Teachers, Preschool - Special Education Paraprofessional"
5666,Spanish Teacher at Hazard High School,High School Spanish Teacher
5667,Former Publishing Technology Manager,Technology Manager
5671,SCCM Administrator,Administrator
5674,Head Bartender at Ruby Tuesday,Bartender
5677,Student Athlete,Athlete
5679,"Assoc. Director, Product Marketing at Tatari",Director
5680,AHEC Director at the Health Education Center,Health Education Director
5681,Chief Estimator at G Fisher Construction,Construction Estimator
5682,Graduate Research Assistant at The University of Texas,Research Assistant (RA)
5684,Insurance Agent at AllTex Insurance Agency / Coble Cravens Financial Services Inc,Financial Agent
5685,Phlebotomist,Certified Phlebotomist
5687,"Business Development Manager at Dimensional Thinking, LLC",Web Development Manager
5689,Baseball Coach at Steel Sports,Baseball Coach
5690,Congressional Intern & History Instructor,History Instructor
5691,Patient Service Specialist II,Patient Service Specialist
5693,"President, Acute Care Services at OVP Health",President
5694,Accounting Recruiter at CoolRes,Recruiter
5695,Executive Recruiter at Kforce Professional Staffing,Executive Recruiter
5698,Power Yoga Instructor,Yoga Instructor
5701,"Managing Director at Bayview Asset Management, LLC",Director
5702,Risk Management Advisor,Advisor
5703,Higher Education | Student Success | Career Development | Developer,Career Developer
5706,Graduate Student at Fordham University,Graduate Student
5709,"CBDO & entrepreneur | Digital humans | Strategic branding | Co-founder BIRTH & STATE OF MIND | Credits: Adidas, Bacardi, Beeline, PresiDent, Nike, Ferrari-Store, Bolmea Italy, Overon Group USA",President
5710,Full-stack Developer at CommerceHub,Full Stack Web Developer
5711,"Visual Arts Teacher, Photographer, Writer",Arts Teacher
5713,Account Manager at UnitedHealth Group,Group Manager
5718,Pharmacy Tech,Compounding Pharmacy Tech (Compounding Pharmacy Technician)
5719,Director of Sales at Sunlight Supply Amphitheater,Sales Director
5720,Quality Manager,Industrial Production Managers - Quality Assurance Manager (QA Manager)
5721,"President and Founder, High Risk Pregnancy Center of Kansas City",President
5722,Corporate Sales Coordinator at Marine Corps Community Services,Marine
5723,Teacher at Carlmont High School,High School Teacher
5725,--Operations Manager Landy's Transport Inc.,Gas Operations Manager
5726,photographer at BZR Photo,Photographer
5727,Manager IS Operations - Endpoint Architecture at Ochsner Health,Health Manager
5729,"Chief Information Officer/Chief Technology Officer, Financial Services",Chief Technology Officer
5730,Associate Director - Mutual Funds Operations at Oppenheimer & Co. Inc.,Director
5734,"Audiologist/OWNER at Peninsula Hearing Center, Inc.",Audiologist
5735,"Printing Systems, Inc- Bookkeeper",Bookkeeper
5739,Children's Yoga Instructor,Yoga Instructor
5740,"Technical Recruiter at Verotech Solutions | Human resource, Corporate Communications and Digital Marketing| MBA '2021 , Symbiosis University|",Corporate Recruiter
5741,Shift Supervisor at Bakery By The Lake,Supervisor
5742,director at kais justice learning academy,Learning Director
5745,Sr Customer Success Strategist - Retail E-commerce at SPS Commerce,E-commerce Strategist
5749,Customer Success Specialist at Compass Health Brands,Health Specialist
5750,ServiceNow Developer,C Developer
5753,Customer Service Representative II at John Crane,Customer Service Representative
5755,Customer Support and Service Delivery,Customer Service Tech Support
5758,"Tufts University School of Medicine, Doctor of Physical Therapy Class of 2025",Doctor of Physical Therapy (DPT)
5762,Senior Accountant at CareSource,Accountant
5763,"Library Manager, Children’s Services",Services Manager
5764,"Life Coach,Bliss Advocate, Professional (Voice) Actor, & Writer",Life Coach
5765,Triple Crown Banker at Rocket Mortgage NMLS# 1637364,Mortgage Banker
5766,"Leibowitz, President & Chief Creative",President
5767,Firefighter/Paramedic with Palm Beach County Fire Rescue,Firefighter
5768,Business Development Associate @ Progyny | Infertility & Assisted Reproductive Technology Certified,Business Development Associate
5770,Assistant Professor of Photography at Middle Tennessee State University and Curator at The Baldwin Photographic Gallery,Photography Professor
5771,Student at Boston College | Medical Scribe at ReNew Wound Care,Scribe
5773,Technical Support Specialist - IT Operations | Desktop Field Support | End User Support | IT Technician,Desktop Support Specialist
5774,Teaching/Research,"Teaching Assistants, Postsecondary - Faculty Research Assistant"
5775,Information Technology Management Professional | Team Builder | Leader | Strategic Thinker | Solution Developer,Team Leader
5777,Director of Digital Media Services at The Strong,Media Director
5782,Fayetteville Ar. Real Estate - Executive Broker Collier & Associates,Real Estate Broker
5784,Certified Athletic Trainer,Athletic Trainer
5786,Quality & Process Engineer @ Michelin NA US1 Facility,Facility Engineer
5787,Sales Planning Manager,Sales Manager
5792,"Senior Counsel, Travelers Claim Legal Property Group",Counsel
5793,Business Development / Project Manager,E-Business Project Manager
5794,Software Engineer II at Microsoft,Software Engineer
5795,"Creative Director - Entertainment, Toys, Seasonal, Home & Hardlines @ Walmart Connect",Director
5796,Social Worker at Access Hospital Dayton,Hospital Social Worker
5798,Family Physician at Summit Medical Group,Family Physician
5799,Licensed Marriage and Family Therapist,Family Therapist
5803,Youth Program Education Assistant at DHHS,Program Assistant
5805,Associate Marketing Specialist at Canon USA,Marketing Associate
5808,Senior Laboratory Technician Temple University,Lab Technician (Laboratory Technician)
5809,US Compliance Officer,Compliance Officers - Compliance Officer
5813,"Manager, Healthcare Regulatory Compliance at Microsoft",Healthcare Manager
5816,Licensed Associate Real Estate Broker @ Douglas Elliman #1 Brooklyn Broker 2018-2019 #2 2020,Broker Associate
5819,Human Resources Information Systems and Operations Specialist,Information Systems Specialist
5821,Fifth Grade Teacher at John Jay Elementary,Elementary Teacher
5822,Graduate Academic Advisor at Embry-Riddle Aeronautical University,Academic Advisor
5825,Ladderman at Philadelphia Fire Department,Ladderman
5826,"Freelance Creative Director, Writer",Director
5827,R&D Product Development Engineer,Development Engineer
5828,Senior Data Analytics Consultant,Data Consultant
5829,President at ArtsVanburen,President
5830,Licensed Clinical Social Worker; Founder of True Colors Counseling; Mental Health Educational Contractor,Mental Health Social Worker
5832,Presbyterian Church (USA) Pastor,Church Pastor
5834,Executive Administrative Assistant & Cocktail Server | Administrative Support | Customer Service | Calendar Management | Travel Arrangements | Guest Experience | Hospitality,Cocktail Server
5836,Sr. Recruiter | Real Estate Professional at eXp Realty,Recruiter
5839,Private Chef at Private Household,Private Chef
5842,Attorney at Strauch & Fitzgerald,Attorney
5848,District School Nurse at Salinas Union High School District,School Nurse
5850,"Zero Gravity Operations Manager, at 3STEP Sports",Gravity Manager
5851,Certified Nurse Midwife at TPMG OB/GYN,Nurse Midwife
5854,Regional HR Training Manager at Bally's Lincoln Casino Resort,Regional Manager
5855,Pharmacist at Brookhaven Hospital,Hospital Pharmacist
5856,Social Media Marketing * Content Specialist * Copywriter * Rocking VA * Online Tutor * Admin Assist * Host & Segment Creator,Content Creator
5857,Registered Nurse with a Bachelors of Science in Nursing specializing in Critical Care,Critical Care Registered Nurse (CCRN)
5859,Insurance Agent at Texas Farm Bureau,Farm Agent
5865,Digital Business Development Manager,Web Development Manager
5866,Property Manager at Yamaoka,Property Manager
5868,Receptionist at The Layton Clinic,Clinic Receptionist
5869,Embedded HW/FW developer,C Developer
5874,"Dancer, Writer, Artist",Dancer
5875,Warehouse Clerk at United States Marine Corps,Marine
5876,Academic Support Teacher,Academic Teacher
5877,Senior Technical Editor at Mitchell1,Technical Editor
5878,Tax Accountant,Accountant
5879,Cross Functional Store Manager | Developing Talent for the Future | Customer Voice | Servant Leader | Spreading Kindness & Hope | Change Leader | Winning with Love | Living for Purpose,Change Manager
5884,Insurance Agent at Farmers Insurance Group of Companies,Insurance Agent
5890,High School Business Teacher at Jefferson County Public Schools,High School Teacher
5891,Professor-Research at Louisiana State University,University Professor
5894,Independent Insurance Agent at SSIP Insurance Partners,Insurance Agent
5895,"Veteran - Licensed Home Inspector - Inclusive Community Builder - Hair, Skin, & Wellness business owner - Volunteer - Mom",Home Inspector
5898,Sr. Sales Director at Mary Kay Cosmetics,Sales Director
5899,Billing Specialist at Maria Tulpan Endocrinology,Billing Specialist
5900,Fashion Visionary and Events Director,Events Director
5903,Director od Sales USA at CSB-System,Sales Director
5904,Graphic Designer. View my online Portfolio: vanessarobsham.wixsite.com/portfolio,Graphic Designer
5907,"Cyber security analyst | Armed security officer | Knowledge in Networking, Systems, SIEM, GRC, Python, and 6+ years of physical security",Cyber Security Analyst
5909,"President at Preferred Insurance Agency, LLC",President
5910,Systems Design Engineer,Cooling and Heating Systems Design Engineer
5912,Bookkeeper & Microsoft Specialist,Bookkeeper
5913,Graduate student in Biological sciences,Graduate Student
5914,Patient Care Consultant | Business Owner | Sales Leader | Makeup Artist,Makeup Artist
5915,Fashion Designer / Brand Marketer / Entrepreneur,Fashion Marketer
5916,Junior Technical Writer and Tester at Aries Technology,Technical Writer
5920,Student Athlete at Swarthmore College,Athlete
5928,"Director of Promotional Planning / Merchandising at Armstrong McCall, a division of Sally Beauty Holdings",Division Director
5930,Fleet Service Representative,Client Service Representative
5931,Math Teacher at Runge Independent School District,Math Teacher
5932,Business Intelligence Analyst,Business Intelligence Analysts - Business Analyst
5935,Real Estate Marketing Specialist | Generate Qualified Sellers on Auto Pilot | Ask Me How,Real Estate Specialist
